Notes,NAME,Common Name,Common_name_final,Common Name2,Name_matched_rank,Name_matched_accepted_family,Genus_matched,Specific_epithet_matched,Unmatched_terms,Taxonomic_status,Name_matched_url,Habit_pfaf,Habit_trop,Habit_Combined,Evergreen,Herb,Annual,Woodiness,N_Fixing,Height_pfaf,Height_trop,height (KEW),Growth,cultivation_trop,Polli,Height_combined,Min Rainfall,Max Rainfall,Min T°,max T°,,Soil,Shade,Moisture,Hardiness,Weed,fao_name_old,fao_group_old,fao_group,FAO_DB_africa,FAO_DB_Timber,FAO_spice,FAO_II,Ecocrop,FAO_GROUPII,FAO_Khoury,Timber,Medicinal,Alim,Part,alim_tropMEAN,medi_tropMEAN,other_tropMEAN,Profile,Hazards,Source,IUCN,Habitats,Range,Native_to,pollinators_trop,
,Corylus maxima,"Filbert, Giant filbert",Filbert,"Filbert, Giant filbert",species,Betulaceae,Corylus,maxima,NA,Accepted,https://wcvp.science.kew.org/taxon/295467-1,Shrub,NA,Deciduous Shrub,Deciduous,Shrub,Perennial,Woody,No,6,NA,NA,NULL,"Cultivated, Ornamental, Wild",wind,6,NA,NA,NA,NA,,light (sandy) -medium -  heavy (clay),Semi-shade/full sun,Moist,04->08,No,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,Other,,Alim,Woody seeds,5,0,5,alimother,None known,pfaf.org,DD - data deficient,"Woods, hedges and ravines[100].",S. Europe to W. Asia.,,"Wind, self fertile",#N/A
,Corymbia torelliana,NA,,#N/A,species,Myrtaceae,Corymbia,torelliana,NA,Accepted,http://www.tropicos.org/Name/100172686,Tree,Evergreen Tree,Deciduous Tree,Deciduous,Tree,Perennial,Woody,No,25,,,Fast,"Cultivated, Ornamental, Wild","Bees, insects",25,NA,NA,NA,NA,,NA,NA,NA,NA,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,"0,00","0,00","3,00",other,None known,,LC - least concern,"In and around tropical rain forest on slopes of coastal areas; at elevations from 100 - 800 metres[303, 1658]. Well-drained soils on slopes in wet sclerophyll forest and the margin of rainforest patches",Australia - eastern Queensland.,,"Bees, Insects",#N/A
Only control species,cotoneaster spp.,,,,,Rosaceae,Cotoneaster,,spp.,,,,,NA,,Trees/shrubs,Perennial,Woody,No,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,,,,,,,,,,,NA,,,,,
Only control species,coussapoa villosa,,,,,Urticaceae,Coussapoa,villosa,,,,,,NA,,Tree,Perennial,Woody,No,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,,,,,,,,,,,LC - least concern,,,,,
Only control species,coussarea curvigemmia,,,,,Rubiaceae,Coussarea,curvigemma,,,,,,NA,,Tree,Perennial,Woody,No,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,,,,,,,,,,,NA,,,,,
,Crataegus spp.,NA,,#N/A,genus,Rosaceae,Crataegus,NA,sp.,Accepted,http://www.tropicos.org/Name/40015988,NA,NA,Deciduous,Deciduous,Shrub/tree,Perennial,Woody,No,NULL,NA,NA,NULL,NA,NA,NULL,,,,,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,NA,NA,NA,alimmediother,NA,NA,NA,NA,NA,,NA,#N/A
,cratylia argentea,,,NA,species,Fabaceae,Cratylia,argentea,NA,NA,http://www.worldfloraonline.org/taxon/wfo-0000165676,,NA,Deciduous,Deciduous,Shrub,Perennial,Woody,Cratylia,NULL,NA,NA,Fast,"Cultivated, Wild",insects,3,TODO,TODO,TODO,TODO,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,ecocrop,Forage,#N/A,,,,,NaN,NaN,NA,alimmediother,NA,,NA,NA,NA,,insects,#N/A
,Crotalaria breviflora,Sun Hemp,,Sun Hemp,species,Fabaceae,Crotalaria,breviflora,NA,Accepted,http://www.tropicos.org/Name/13029038,"Perennial, Not climbing, Herb/Shrub",NA,"Annual, Not climbing, Herb",herbaceous,herb,Annual,herbaceous,Crotalaria,"1,6",NA,NA,NULL,NA,NA,1.6,,,,,,NA,NA,NA,NA,YES,Fibre crops nes,Fibres,#N/A,#N/A,#N/A,#N/A,,,Fibres,#N/A,Fodder,,,other,"1,00","1,00","3,00",other,"The seeds of many Crotalaria species contain toxic pyrrolizidine alkaloids. Trichodesmine is the principal toxic alkaloid in Crotalaria juncea[ 303 ]. The seeds are reported to contain trypsin inhibitors; they are said to be poisonous to cattle, and they can poison both horses and pigs[ 303 ].",NA,NA,A tropical plant growing in open sunny positions,E. Asia - India.,,NA,#N/A
,Crotalaria grahamiana,NA,,#N/A,species,Fabaceae,Crotalaria,grahamiana,NA,Accepted,https://wcvp.science.kew.org/taxon/488195-1,"Perennial, Not climbing, Herb/Shrub",NA,Herb/Shrub,Evergreen,"Herb, Shrub",Perennial,Woody,Crotalaria,NULL,NA,NA,NULL,NA,NA,2,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,NA,NA,NA,alimmediother,NA,NA,NA,NA,NA,,NA,#N/A
,Crotalaria juncea,Sun Hemp,,Sun Hemp,NA,NA,NA,NA,NA,NA,NA,Annual,Annual,Annual,herbaceous,herb,Annual,herbaceous,No,"2,5",1.60  ,NA,Fast,"Cultivated, Wild","Bees, insects",1.6,,,,,,light (sandy) -medium -  heavy (clay),No shade,Moist,10 ->  12,NA,Fibre crops nes,Fibres,,#N/A,#N/A,#N/A,,Ecocrop,Fibres,Fibre,NA,NA,NA,NA,1.66666666666667,1,4,alimother,The seeds of many Crotalaria species contain toxic pyrrolizidine alkaloids. Trichodesmine is the principal toxic alkaloid in Crotalaria juncea[ 303 ]. The seeds are reported to contain trypsin inhibitors,pfaf.org,NA,NA,NA,,"Bees, Insects",#N/A
,Crotalaria spectabilis,"Cascavelle Jaune, Dhundhani, Dhundhunia, Jhunjhunia, Maraquita, Petit Pois Rond Marron, Pois Rond Marron, Rattle Box, Rattlebox, Sani, Showy Crotalaria, Showy Rattlepod, Sonnette, Tcha-tcha",,"Cascavelle Jaune, Dhundhani, Dhundhunia, Jhunjhunia, Maraquita, Petit Pois Rond Marron, Pois Rond Marron, Rattle Box, Rattlebox, Sani, Showy Crotalaria, Showy Rattlepod, Sonnette, Tcha-tcha",species,Fabaceae,Crotalaria,spectabilis,NA,Accepted,http://www.tropicos.org/Name/13029531,"Shrub/ Perennial, Not climbing, Herb",Annual,Annual,herbaceous,herb,Annual,herbaceous,Crotalaria,NULL,1.00  ,NA,NULL,"Cultivated, Ornamental, Wild","Lampides boeticus L, bees",1,,,,,,NA,NA,NA,NA,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Ecocrop,erosion control,#N/A,NA,NA,NA,NA,2,2,3,other,NA,NA,NA,NA,NA,,"Lampides boeticus L and Bombus sp. (Kar, 2018)",#N/A
,Croton floribundus,NA,,#N/A,species,Euphorbiaceae,Croton,floribundus,NA,Accepted,http://www.tropicos.org/Name/12806648,NA,Deciduous Tree,Deciduous Tree,Deciduous,Tree,Perennial,Woody,No,NULL,8.00  ,NA,NULL,"Cultivated, Wild",NA,8,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,0,2,2,,NA,NA,NA,NA,NA,,NA,#N/A
Only control species,croton guatemalensis,,,,,Euphorbiaceae,Croton,guatemalensis,,,,,,Tree,,Tree,Perennial,Woody,No,,,,,"Cultivated, Wild",,5,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,,,,,0,2,2,,,,LC - least concern,,,,,
,Croton macrocarpa,NA,,#N/A,species,Euphorbiaceae,Oxydectes,microcarpa,NA,Synonym,https://wcvp.science.kew.org/taxon/179001-2,NA,Deciduous Tree,Evergreen Shrub,Evergreen,Shrub,Perennial,Woody,No,10,NA,NA,fast,NA,bees,10,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,"2,00","3,00","3,00",mediother,NA,NA,NA,NA,NA,,bees,#N/A
,Croton megalocarpus,Croton tree,,Croton tree,species,Euphorbiaceae,Croton,megalocarpus,NA,Accepted,https://wcvp.science.kew.org/taxon/342969-1,Tree,Deciduous Tree,Deciduous Tree,Deciduous,tree,Perennial,Woody,No,25,25.00  ,NA,Fast,"Cultivated, Ornamental, Wild",insects,25,800,1900,11,26,,light (sandy) -medium,No shade,Moist,10 ->  12,Yes,NA,#N/A,#N/A,#N/A,Timber,#N/A,,,Timber,#N/A,Timber,,,Timber mainly,0,2,4,other,Dry sawdust may irritate the nose and throat of wood workers[ 299 ]. It has been reported that smoke from the wood irritates the eyes[ 299 ].,pfaf.org,LC - least concern,"A dominant, upper-canopy tree of evergreen and semi-deciduous forest at elevations from 700 - 2,400 metres, sometimes also in riverine woodland and wooded grassland[ 299 ].","East tropical Africa - eastern DR Congo, Uganda, Kenya and southern Somalis, south to Zambia and Mozambique.",,insects (World agroF),#N/A
,Cucumis melo,"Melon, Cantaloupe",Melon_and_cantaloupe,"Melon, Cantaloupe",species,Cucurbitaceae,Cucumis,melo,NA,Accepted,http://www.tropicos.org/Name/9200439,Annual Climber,Annual Climber,Annual Climber,herbaceous,herb climber,Annual,herbaceous,No,"1,5",1.00  ,NA,NULL,Cultivated,insects,1,,,,,,light (sandy) -medium -  heavy (clay),No shade,Moist,09-> 11,Yes,"Melons, Cantaloupes (Cucumis melo)",Vegetables,Melons,#N/A,#N/A,#N/A,,,Vegetables,Fruits,,,Alim,vegetables,4,2,0,alim,The sprouting seed produces a toxic substance in its embryo[65].,pfaf.org,NA,A weed of cultivated fields in Turkey[93]. Probably as an escape from gardens.,"Probably native of Asia, though it has been in cultivation for so long its native habitat is obscure",,Insects,#N/A
,Cucumis sativus,"Cucumber, Garden cucumber",Cucumber,"Cucumber, Garden cucumber",species,Cucurbitaceae,Cucumis,sativus,NA,Accepted,http://www.tropicos.org/Name/9200572,Annual Climber,Annual Climber,Annual Climber,herbaceous,herb climber,Annual,herbaceous,No,2,1.00  ,NA,NULL,Cultivated,insects,1,,,,,,light (sandy) -medium -  heavy (clay),No shade,Moist,09-> 11,No,Cucumbers and gherkins,Vegetables,#N/A,#N/A,#N/A,#N/A,,,Vegetables,Vegetable,,,Alim,vegetables,4,2,2,alim,The sprouting seed produces a toxic substance in its embryo[65].,pfaf.org,NA,Not known in a truly wild situation.,"Possibly native of the E. Indies, but the original habitat is obscure.",,Insects,#N/A
,Cucurbita maxima,Winter Squash,Pumpkin_giant_pumpkin,Winter Squash,species,Cucurbitaceae,Cucurbita,maxima,NA,Accepted,http://www.tropicos.org/Name/50172465,Annual Climber,Annual Climber,Annual Climber,herbaceous,herb climber,Annual,herbaceous,No,"0,6",0.60  ,NA,Fast,Cultivated,insects,0.6,,,,,,light (sandy) -medium -  heavy (clay),Semi-shade/full sun,Moist,02 -> 11,No,Squash,Vegetables,#N/A,#N/A,#N/A,#N/A,,,Vegetables,#N/A,,,Alim,vegetables,5,3,2,alimmedi,The sprouting seed produces a toxic substance in its embryo[65].,pfaf.org,NA,Not known in the wild.,"Origin is obscure, possibly derived in cultivation from C. andreana.",,Insects,#N/A
,Cucurbita moschata,"Squash, Crookneck squash",Squash,"Squash, Crookneck squash",species,Cucurbitaceae,Cucurbita,moschata,NA,Accepted,http://www.tropicos.org/Name/9200600,Annual Climber,Annual Climber,Annual Climber,herbaceous,herb climber,Annual,herbaceous,No,"0,6",0.60  ,NA,Fast,Cultivated,"bees, insects",0.6,,,,,,light (sandy) -medium -  heavy (clay),Semi-shade/full sun,Moist,02 -> 11,No,Squash,Vegetables,#N/A,#N/A,#N/A,#N/A,,,Vegetables,Vegetable,,,Alim,vegetables,5,3,0.333333333333333,alimmediother,The sprouting seed produces a toxic substance in its embryo[65].,pfaf.org,NA,Not known in the wild.,Origin is obscure.,,Bees. Insects,#N/A
,Cucurbita pepo,"Pumpkin, Field pumpkin, Ozark melon, Texas gourd",Summer_squash,"Pumpkin, Field pumpkin, Ozark melon, Texas gourd",species,Cucurbitaceae,Cucurbita,pepo,NA,Accepted,http://www.tropicos.org/Name/9200564,Annual Climber,Annual Climber,Annual Climber,herbaceous,herb climber,Annual,herbaceous,No,"0,6",0.60  ,NA,Fast,Cultivated,insects,0.6,,,,,,light (sandy) -medium -  heavy (clay),Semi-shade/full sun,Moist,02 -> 11,No,Squash,Vegetables,#N/A,#N/A,#N/A,#N/A,,,Vegetables,Vegetable,,,Alim,vegetables,4,3,2,alimmedi,The sprouting seed produces a toxic substance in its embryo[65].,pfaf.org,LC - least concern,Not known in the wild.,C. America? The origin is obscure[86].,,Insects,#N/A
,Cucurbita sp.,NA,,#N/A,genus,Cucurbitaceae,Cucurbita,NA,sp.,Accepted,http://www.tropicos.org/Name/40017959,NA,NA,NA,herbaceous,herb,Annual,herbaceous,No,NULL,NA,NA,NULL,Cultivated,NA,NULL,,,,,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,,,Vegetables,#N/A,,,Alim,vegetables,NA,NA,NA,alimmediother,NA,NA,NA,NA,NA,,NA,#N/A
,Cuminum cyminum,Cumin - Jeera,Cumin,Cumin - Jeera,species,Apiaceae,Cuminum,cyminum,NA,Accepted,http://www.tropicos.org/Name/1700068,Annual,Annual,Annual,herbaceous,herb,Annual,herbaceous,No,"0,3",0.30  ,NA,Fast,Cultivated,insects,0.3,,,,,,light (sandy) -medium -  heavy (clay),No shade,Dry- Moist,08 ->  12,No,Spices nes,Spices,"Anise, badian, fennel, coriander",#N/A,#N/A,"Spice, Essential oil, O, E",,,spices,Herbs and spices,NA,NA,Alim,Seed,4,3,2,alimmedi,May cause hypoglycaemia. Caution need for diabetics. Avoid if taking barbiturates [301],pfaf.org,NA,Not known in a truly wild condition.,Europe to N. Africa and S.W.Asia? Original habitat is obscure.,,Insects,#N/A
,Cunninghamia lanceolata,Chinese Fir,,NA,species,Cupressaceae,Cunninghamia,lanceolata,NA,NA,http://www.worldfloraonline.org/taxon/wfo-0000629338,,Evergreen Tree,Evergreen Tree,Evergreen,tree,Perennial,Woody,No,15,35.00  ,NA,Medium,"Cultivated, Ornamental, Wild",Wind,35,NA,NA,NA,NA,,light (sandy) -medium -  heavy (clay),No shade,Moist,06 -> 09,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,Other,,,Other?,0,2,4,other,Plant has spines or sharp edges,pfaf.org,LC - least concern,NA,NA,,Wind,#N/A
,Cupressus lusitanica,Mexican Cypress,,Mexican Cypress,NA,NA,NA,NA,NA,NA,NA,Tree,Evergreen Tree,Evergreen Tree,Evergreen,tree,Perennial,Woody,No,35,35.00  ,NA,Fast,"Cultivated, Ornamental, Wild",Wind,35,800,1500,12,30,,medium -  heavy (clay),Semi-shade/full sun,Moist,09 ->  12,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,ecocrop,"Timber, Fuelwood",#N/A,Other,,,Other?,0,2,4,other,None known,pfaf.org,LC - least concern,"Often forms dense stands at elevations above 1,300 metres in Guatemala[ 331 ]. Forming pure, dense stands or scattered in mixed montane conifer forest or pine forest, also in pine-oak forest and woodland. occurs on various usually nutrient-poor rocky soils over limestone or various igneous rocks",NA,,Wind,#N/A
,Cupressus sempervirens,Italian Cypress,,Italian Cypress,species,Cupressaceae,Cupressus,sempervirens,NA,Accepted,http://www.tropicos.org/Name/9400073,Tree,Evergreen Tree,Evergreen Tree,Evergreen,tree,Perennial,Woody,No,30,30.00  ,NA,Medium,"Cultivated, Ornamental, Wild",Wind,30,NA,NA,NA,NA,,light (sandy) -medium -  heavy (clay),No shade,Dry- Moist,07-> 11,No,NA,#N/A,#N/A,#N/A,#N/A,Essential oil,,,Essential oil,#N/A,,medicinal,,Woody shoot,0,2,3,other,Poisonous[76]. No more details.,pfaf.org,LC - least concern,"Rocky mountainous areas, usually near the coast, in S. Europe[45, 89].",S. Europe to W. Asia.,,Wind,#N/A
Only control species,cupressus sp.,,,,,Cupressaceae,Cupressus,,sp.,,,,,NA,,Tree,Perennial,Woody,No,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,,,,,,,,,,,NA,,,,,
,Curcuma longa,NA,,#N/A,species,Zingiberaceae,Curcuma,longa,NA,Accepted,http://www.tropicos.org/Name/34500029,NA,Perennial,Perennial,NA,herb,Perennial,herbaceous,No,NULL,0.90  ,NA,NULL,Cultivated,NA,0.9,,,,,,NA,NA,NA,NA,NA,,#N/A,"Spices, nes",#N/A,#N/A,"Spice, Essential oil, O, E",,,"spices, Essential oil",Herbs and spices,NA,NA,Alim,rhizomes,3,3,3,alimmediother,NA,NA,DD - data deficient,NA,NA,,NA,#N/A
,Cyamopsis tetragonoloba,"Guar, Cluster Bean",Guar,"Guar, Cluster Bean",species,Fabaceae,Cyamopsis,tetragonoloba,NA,Accepted,http://www.tropicos.org/Name/13057639,Perennial,Perennial,Perennial,NA,herb,Perennial,herbaceous,Cyamopsis,2,2.00  ,NA,Fast,Cultivated,NA,2,,,,,,light (sandy) -medium,No shade,Dry- Moist,10 ->  12,No,NA,#N/A,,#N/A,#N/A,#N/A,#N/A,ecocrop,gum,#N/A,NA,NA,Alim,Leaves,4,3,3,alimmediother,"The immature seedpods contain high contents of hydrocyanic acid, though by the time the pods mature this has been reduced to a trace[ 200 ].",pfaf.org,NA,Not known in a wild state.,E. Asia - India.,,NA,#N/A
,Cymbopogon citratus,"Lemon Grass, Citronella grass",,"Lemon Grass, Citronella grass",species,Poaceae,Cymbopogon,citratus,NA,Accepted,http://www.tropicos.org/Name/25511805,Perennial,Evergreen Perennial,Evergreen Perennial,evergreen,herb,Perennial,herbaceous,No,"1,5",1.50  ,NA,Fast,"Cultivated, Ornamental",Wind,1.5,,,,,,light (sandy) -medium -  heavy (clay),No shade,Dry- Moist,10 ->  12,Yes,Oil of citronella,Tobacco,,#N/A,#N/A,Essential oil,,,Essential oil,#N/A,NA,medicinal,NA,NA,3,4,2,alimmedi,Handling plant may cause skin irritation or allergic reaction,pfaf.org,NA,Not known in a wild situation.,"A tropical plant, not known in the wild, but probably originating in Sri Lanka or Malaysia.",,wind,#N/A
,Cymbopogon flexuosus,NA,,#N/A,species,Poaceae,Cymbopogon,flexuosus,NA,Accepted,http://www.tropicos.org/Name/25547502,Perennial,Evergreen Perennial,"Perennial, Not climbing, Herb",evergreen,herb,Perennial,herbaceous,No,3,,,NA,"Cultivated, Wild",Wind,3,,,,,,NA,NA,NA,NA,,,#N/A,#N/A,#N/A,#N/A,Essential oil,,,Essential oil,#N/A,,medicinal,,Essential oil,2,0,3,other,None known,,NA,"Grassy slopes below 1,000 metres in southern China[266]. Fields, roadsides, in mixed deciduous, dipterocarp and teak forest, often on limestone, and on slopes and ridges at elevations of 100 - 2,200 metres","E. Asia - southwest China, India, Nepal, Myanmar, Thailand.",,Wind,#N/A
,cymbopogon nardus,,,NA,species,Poaceae,Cymbopogon,nardus,NA,NA,http://www.worldfloraonline.org/taxon/wfo-0000861056,,Evergreen Perennial,Evergreen perennial grass,Evergreen,herb,Perennial,herbaceous,No,NA,NA,NA,NA,NA,Wind,2.5,NA,NA,NA,NA,,NA,NA,Moist,NA,NA,,#N/A,#N/A,#N/A,#N/A,Essential oil,#N/A,,Essential oil,#N/A,,,,,3.0,2.0,3,alimmediother,None known,,NA,Grassland and open woodland of Acacia and Combretum on the hills in Uganda,"Eastern Africa - Sudan to S. Africa; E. Asia - India, Sri Lanka.",,wind,#N/A
,Cynodon nlemfuensis,NA,,#N/A,species,Poaceae,Cynodon,nlemfuensis,NA,Accepted,http://www.tropicos.org/Name/25515248,Herb/ Perennial,,"Perennial, Not climbing, Herb",NA,herb,Perennial,herbaceous,No,"0,5","0,30-1 ",,NA,Cultivated,Wind,0.5,,,,,,NA,NA,NA,NA,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,ecocrop,Forage,#N/A,NA,NA,NA,NA,0,0,2,,None known,,NA,"Disturbed areas in grassland, cattle paddocks and road verges, on moist alluvium","E. Africa - Chad to Ethiopia and Somalia, south to Angola, Zambia and Zimbabwe. Widely naturalized in the tropics.",,Wind,#N/A
,Cyperus rotundus,Nut Grass,,Nut Grass,species,Cyperaceae,Cyperus,rotundus,NA,Accepted,http://www.tropicos.org/Name/9901122,Perennial,Perennial,Perennial,NA,herb,Perennial,herbaceous,No,"0,6",0.30  ,NA,NULL,"Cultivated, Wild",Wind,0.3,,,,,,light (sandy) -medium,No shade,Moist -Wet,Coming soon,Yes,NA,#N/A,#N/A,#N/A,#N/A,Essential oil,,,Essential oil,#N/A,,medicinal,,Essential oil,3,3,2,alimmedi,None known,pfaf.org,LC - least concern,"Roadsides, sandy fields and cultivated ground in Eastern North America[43]. Plants are usually only found in damp places[238].","S. and W. Europe, Tropical areas.",,wind ( green cover initiative),#N/A
,Dacryodes edulis,"Bush Butter Tree, Butterfruit, African Plum, bush pear, bush plum, safou",Butterfruit,"Bush Butter Tree, Butterfruit, African Plum, bush pear, bush plum, safou",species,Burseraceae,Dacryodes,edulis,NA,Accepted,http://www.tropicos.org/Name/4700340,Tree,Evergreen Tree,Evergreen Tree,Evergreen,tree,Perennial,Woody,No,20,20.00  ,NA,Fast,"Cultivated, Ornamental, Wild","Bees, insects",20,NA,NA,NA,NA,,light (sandy) -medium -  heavy (clay),Semi-shade/full sun,Moist -Wet,11 ->  12,No,Pears,Fruits,#N/A,Fruit pulp; seed oil/fat; animal food,#N/A,#N/A,,,"Fruits, oil crop",#N/A,,,Alim,Woody Fruits,"5,00","2,00","3,00",alimother,None known,pfaf.org,NA,"Swamp forest[ 308 ]. Evergreen forest[ 332 ]. A shade-loving species of non-flooded forests in the humid tropical zone[ 303 ]. Where there is a well-marked season, it is found only in gallery forest and on swampy ground[ 303 ].",Southern and western Tropical Africa - Ghana to the Congo.,,"Bees, Insects",#N/A
,Dactyladenia barteri,Monkey Fruit,,Monkey Fruit,species,Chrysobalanaceae,Dactyladenia,barteri,NA,Accepted,http://www.tropicos.org/Name/50049037,Tree,Tree,Evergreen Tree,Evergreen,tree,Perennial,Woody,No,10,10.00  ,NA,Medium,"Cultivated, Semi-cultivated, Wild","Red ants, Bees, Wasps",10,1200,NA,20,34,,light (sandy) -medium -  heavy (clay),No shade,Moist,10 ->  12,No,"Fruit, fresh nes (includes subtropical fruits)",Fruits,#N/A,#N/A,#N/A,#N/A,,,Fruits,#N/A,Other,,Alim,Woody Fruits,0,2,4,other,None known,pfaf.org,LC - least concern,"Lowland forest with at least 1,200mm rainfall per year. In the forest-savannah transition zone, it is found along riverbanks, sometimes on the inland side of mangrove forest[ 303 ].","Western tropical Africa - Sierra Leone to Nigeria, south to Gabon and Congo.",,"Red ants, Bees, Wasps",#N/A
,Dalbergia retusa,Cocobolo,,Cocobolo,species,Fabaceae,Dalbergia,retusa,NA,Accepted,http://www.tropicos.org/Name/13014001,Tree,Deciduous Tree,Deciduous Tree,Deciduous,tree,Perennial,Woody,Dalbergia,20,20.00  ,NA,Slow,Wild,NA,20,NA,NA,NA,NA,,light (sandy) -medium -  heavy (clay),No shade,Moist,10 ->  12,No,NA,#N/A,#N/A,#N/A,Timber,#N/A,,,Timber,#N/A,Timber,,,Timber mainly,0,0,4,other,The sawdust is said to act as a poison on the people working with it in the factories[ 551 ].,pfaf.org,CR - critically endangered,"Found only on the drier half of the isthmus, from Gambia south, but it is never common. Occasionally seen along roads in the Canal area, or in farmland woodlots[ 333 ]. Tropical moist forest and premontane moist forest[ 315 ].",Central America - Panama to Mexico.,,NA,#N/A
,Dalbergia sissoo,"Indian Rosewood, Shisham, Siso, Sissai, Sissoo, Sissoo Tree, Sissu, Sisu",,"Indian Rosewood, Shisham, Siso, Sissai, Sissoo, Sissoo Tree, Sissu, Sisu",species,Fabaceae,Dalbergia,sissoo,NA,Accepted,http://www.tropicos.org/Name/13018086,A planted tree,Deciduous Tree,Deciduous Tree,Deciduous,tree,Perennial,Woody,Dalbergia,NULL,20.00  ,NA,NULL,"Cultivated, Ornamental, Wild",insects,20,500,4500,-4,45,,NA,NA,NA,NA,NA,NA,#N/A,#N/A,#N/A,Timber,#N/A,,,Timber,#N/A,Timber,,,Woody shoot,0,2,3,other,NA,NA,LC - least concern,NA,NA,,"Insects, Self",#N/A
,Daucus carota,Carrot,Carrot,Carrot,species,Apiaceae,Daucus,carota,NA,Accepted,http://www.tropicos.org/Name/1701516,Biennial,NA,"Biennial, not climbing",NA,herb,Biennal,herbaceous,No,"0,6",NA,NA,NULL,"Cultivated, Wild","Flies, Beetles",0.6,,,,,,light (sandy) -medium -  heavy (clay),No shade,Moist,04->08,Yes,Carrot,Vegetables,#N/A,#N/A,#N/A,"Essential oil, E",,,Vegetables,Vegetable,,,Alim,vegetables,2,3,4,mediother,"Carrots sometimes cause allergic reactions in some people[46]. Skin contact with the sap is said to cause photo-sensitivity and/or dermatitis in some people[218]. Daucus has been reported to contain acetone, asarone, choline, ethanol, formic acid, HCN, isobutyric acid, limonene, malic acid, maltose, oxalic acid, palmitic acid, pyrrolidine, and quinic acid. Reviewing research on myristicin, which occurs in nutmeg, mace, black pepper, carrot seed, celery seed, and parsley, Buchanan (J. Food Safety 1: 275, 1979) noted that the psychoactive and hallucinogenic properties of mace, nutmeg, and purified myristicin have been studied. It has been hypothesized that myristicin and elemicin can be readily modified in the body to amphetamines. Handling carrot foliage, especially wet foliage, can cause irritation and vesication. Sensitized photosensitive persons may get an exact reproduction of the leaf on the skin by placing the leaf on the skin for awhile, followed by exposure to sunshine[269].",pfaf.org,LC - least concern,"Cultivated and waste land, amongst grass, especially by the sea and on chalk[4, 17].","Europe, including Britain, from Scandanavia south and east to N. Africa, China and eastern India.",,"Flies, Beetles, self feertile",#N/A
